cnpj,cnpj_basico,matriz_filial,nome_fantasia,razao_social,situacao_cadastral,situacao,data_situacao,data_inicio,ano_inicio,cnae_principal,cnae_descricao,cnae_secundaria,logradouro,numero,bairro,cep,municipio_codigo,municipio,uf,motivo_situacao,natureza_juridica,natureza_juridica_desc,capital_social,porte_codigo,porte,mei,optante_simples
01207502000150,01207502,Matriz,BAZAR SAMPAIO,LIGIA MARIA CASTRO DE MIRANDA,02,Ativa,2006-03-07,1996-05-17,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,15 DE NOVEMBRO,SN,CENTRO,72930000,9205,ALEXANIA,GO,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01207511000141,01207511,Matriz,NAPOLITANO ACAI E SORVETES,NAPOLITANO ACAI E SORVETES LTDA,02,Ativa,2005-11-03,1996-05-20,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,C118,111,BRO JARDIM AMERICA,74255490,9373,GOIANIA,GO,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
01207671000190,01207671,Matriz,,HOROZ REFEICOES DE BAURU LTDA,02,Ativa,2005-11-03,1996-04-29,1996,5611201,Restaurantes e similares,"4712100,5611203",RODRIGUES ALVES,8-14,CENTRO,17015002,6219,BAURU,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
01207697000139,01207697,Matriz,KI PASTEL,PETROLLI & OLIVEIRA AMPARO LTDA,02,Ativa,2005-11-03,1996-04-30,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611204,VISCONDE DO RIO BRANCO,185,CENTRO,13930000,7133,SERRA NEGRA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
01208042000185,01208042,Matriz,RESTAURANTE CHEIRO MINEIRO,JOVINO EVANGELISTA GOMES,02,Ativa,2005-11-03,1996-05-22,1996,5611201,Restaurantes e similares,"5611203,5620104",CSD 3 LOTE,04,TAGUATINGA SUL (TAGUATINGA),72020035,9701,BRASILIA,DF,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01208084000116,01208084,Matriz,AGUA ARDENTE APERITIVOS,AIRES DE OLIVEIRA & RODRIGUES LTDA,02,Ativa,2025-05-30,1996-05-22,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,EUROPA,35,JARDIM PIZZA,86041170,7667,LONDRINA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"3000,00",01,Microempresa,Não MEI,Não
01208097000195,01208097,Matriz,,LUCENILDE VECCHIATE SANCHES - RESTAURANTE,02,Ativa,2000-12-23,1996-05-22,1996,5611201,Restaurantes e similares,4729699,ARAPONGAS,1369,CENTRO,86700140,7427,ARAPONGAS,PR,SEM MOTIVO,2135,Empresário (Individual),"15000,00",01,Microempresa,Não MEI,Sim
01208334000118,01208334,Matriz,,SILVIA SOARES GONCALVES - CENTENARIO DO SUL,02,Ativa,2005-01-21,1996-05-22,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,BARRA DOURADA,613,CENTRO,86635000,7669,LUPIONOPOLIS,PR,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01208541000172,01208541,Matriz,ASA,ASSOCIACAO SABORES DE ACUCENA,02,Ativa,2021-01-25,1996-05-21,1996,5611201,Restaurantes e similares,"1091102,1096100,4712100,4721102,5620101,5620102,5620104,6424704,8591100,8592902,8592903,8800600,9430800,9493600,9499500",VITURINO MIRANDA NETO,34,CENTRO,35147000,4009,ACUCENA,MG,SEM MOTIVO,3999,Associação Privada,"0,00",05,Demais,Não MEI,Não
01208692000120,01208692,Matriz,4D,"TRIWAY COMERCIO, PARTICIPACOES E EMPREENDIMENTOS LTDA - EM RECUPERACAO JUDICIAL",02,Ativa,2005-04-08,1996-04-26,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","4721104,1053800,4637106",DAS AMERICAS,03939,BARRA DA TIJUCA,22631003,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Não
01208692000805,01208692,Filial,4D,"TRIWAY COMERCIO, PARTICIPACOES E EMPREENDIMENTOS LTDA - EM RECUPERACAO JUDICIAL",02,Ativa,2005-04-08,2002-11-04,2002,5611203,"Lanchonetes, casas de chá, de sucos e similares","4721104,1053800,4637106","DAS AMERICAS,",4666,BARRA DA TIJUCA,22640102,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Não
01208692001100,01208692,Filial,4D,"TRIWAY COMERCIO, PARTICIPACOES E EMPREENDIMENTOS LTDA - EM RECUPERACAO JUDICIAL",02,Ativa,2020-11-19,2020-11-19,2020,5611203,"Lanchonetes, casas de chá, de sucos e similares",4721104,DAS AMERICAS,05000,BARRA DA TIJUCA,22640102,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Não
01208757000138,01208757,Matriz,GORDO'S,"FUJITA  -  RESTAURANTE, CHOPERIA E PETISCARIA LTDA",02,Ativa,2000-12-23,1996-04-29,1996,5611201,Restaurantes e similares,,BOTURUSSU,204,ERMELINO MATARAZZO,03802000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"86000,00",03,Empresa de pequeno porte,Não MEI,Sim
01208812000190,01208812,Matriz,LANCHONETE BARCELOS,PASTELARIA BARCELOS LTDA,02,Ativa,2000-12-23,1996-05-17,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611201,5611204",ANHANGUERA,4993,SETOR CENTRAL,74043011,9373,GOIANIA,GO,SEM MOTIVO,2062,Sociedade Empresária Limitada,"4000,00",01,Microempresa,Não MEI,Não
01208829000147,01208829,Matriz,PIZZARIA DO BARBO,TRISUZZI & CIA LTDA,02,Ativa,2005-11-03,1996-05-17,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,TRISTAO LOBO,133,CENTRO,11990000,6299,CANANEIA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01208861000122,01208861,Matriz,,PRATICA 1000 ALIMENTOS CONGELADOS LTDA,02,Ativa,2026-01-10,1996-05-16,1996,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"1096100,1091101,5620101,5620102",RUBI (COMUNID N ALIANCA),26,BANGU,21840103,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Não
01208937000110,01208937,Matriz,,CAFE EXPRESSO DIAS GOMES LTDA,02,Ativa,2005-01-08,1996-05-17,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,GABRIELA MISTRAL,160,PENHA,03701010,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
01209074000103,01209074,Matriz,NATURAL & SALADA MISTA,RESTAURANTE E LANCHONETE NATURAL & SALADA MISTA LTDA,02,Ativa,2005-08-27,1996-05-17,1996,5611201,Restaurantes e similares,,LUZITANA,942,CENTRO,13015121,6291,CAMPINAS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"8000,00",01,Microempresa,Não MEI,Sim
01209127000188,01209127,Matriz,RECANTO DOS AMIGOS,AFONSO LUIZ DE OLIVEIRA,02,Ativa,2005-11-03,1996-05-17,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",5611203,CANADA,123,JARAGUA,11600200,7115,SAO SEBASTIAO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01209133000135,01209133,Matriz,KALU CAFE,RICARDO ALESSANDER COSTA MENDONCA LTDA,02,Ativa,2005-11-03,1996-05-17,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","4930201,4930202",BRAZ LEME,1000,CASA VERDE,02511000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
01209168000174,01209168,Matriz,CAFE SV AEREO,M E BATISTA DE LIMA,02,Ativa,2009-04-03,1996-05-22,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","4120400,4321500,4617600,4623109,4637106,4712100,4721102,4721104,4729602,4729699,4744099,4751201,4761002,4772500,4781400,4782201,4789001,4789002,4930202,5112901,5211799,5212500,5223100,5320202,5611201,5611204,5620101,5620102,5620104,7711000,7810800,8121400,8299799,8599603,9329804",BR-364 (RIO BRANCO-CRUZEIRO DO SUL),S/N,DISTRITO INDUSTRIAL,69920193,0139,RIO BRANCO,AC,SEM MOTIVO,2135,Empresário (Individual),"250000,00",01,Microempresa,Não MEI,Sim
01209168000255,01209168,Filial,,M E BATISTA DE LIMA,02,Ativa,2018-05-30,2018-05-30,2018,5611203,"Lanchonetes, casas de chá, de sucos e similares","4721102,4721104,4729602,4729699,4761002,5223100,5611201,5611204",GOVERNADOR JORGE TEIXEIRA,6490,AEROPORTO,76803970,0003,PORTO VELHO,RO,SEM MOTIVO,2135,Empresário (Individual),"250000,00",01,Microempresa,Não MEI,Sim
01209234000106,01209234,Matriz,,DELAIR DE FATIMA DALEASTE,02,Ativa,2000-12-23,1996-05-17,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,SERGIPE,1005,JARDIM TARUMA,89820000,8383,XANXERE,SC,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01209368000127,01209368,Matriz,CAPRESE PIZZA & PASTA,CAPRESE PIZZA & PASTA LTDA,02,Ativa,2000-12-23,1996-05-22,1996,5611201,Restaurantes e similares,,JOSE JACQUES,10,CENTRO,88020080,8105,FLORIANOPOLIS,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",03,Empresa de pequeno porte,Não MEI,Sim
01209629000109,01209629,Matriz,CONFEITARIA E MERCEARIA MEIRA RAMOS,ROSELI FABRICIO DE MEIRA RAMOS,02,Ativa,2005-11-03,1996-05-22,1996,4721102,Padaria e confeitaria com predominância de revenda,,GUILHERME IHLENFELDT,555,TINGUI,82620035,7535,CURITIBA,PR,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01209656000181,01209656,Matriz,LUGUI LANCHES,OSNI GUEDES,02,Ativa,2005-11-03,1996-05-13,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,PADRE MANUEL DA NOBREGA,1764,VILA FANNY,81030330,7535,CURITIBA,PR,SEM MOTIVO,2135,Empresário (Individual),"50000,00",01,Microempresa,Não MEI,Sim
01209721000179,01209721,Matriz,,ALVARO MILLER,02,Ativa,2002-08-31,1996-05-20,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","4721104,4723700",BRASIL,1903,MARIA DAS GRACAS,29705100,5629,COLATINA,ES,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01209726000100,01209726,Matriz,,PAULO CEZAR MIOTTO,02,Ativa,2005-06-04,1996-05-17,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",5611201,COTAXE,534,CENTRO,29845000,5619,BOA ESPERANCA,ES,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
01209734000148,01209734,Matriz,,DECIO AUGUSTO RODRIGUES,02,Ativa,2005-11-03,1996-05-02,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DAS ROSEIRAS,S/N,MOACIR BROTAS,29701680,5629,COLATINA,ES,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01209751000185,01209751,Matriz,PANIFICADORA PRESTIGIO,ZANIN E FERMO LTDA,02,Ativa,2005-07-09,1996-04-01,1996,4721102,Padaria e confeitaria com predominância de revenda,4712100,DESEMBARGADOR CARLOS PINHEIRO GUIMARAES,840,SITIO CERCADO,81925450,7535,CURITIBA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
01209799000193,01209799,Matriz,MARACA QUADRAS ESPORTIVAS,MARACA FUTEBOL SOCIETY LTDA,02,Ativa,2005-11-03,1996-05-15,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","8230001,9311500,9329899",TREZE DE MAIO,219,ITOUPAVA NORTE,89053210,8047,BLUMENAU,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"61777,00",01,Microempresa,Não MEI,Sim
01210140000157,01210140,Matriz,BAR DO MIDI,ADEMILDE NOGUEIRA DA SILVA UBATUBA,02,Ativa,2005-11-03,1996-05-16,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ARMANDO DE B. PEREIRA,609,PRAIA GRANDE,11680000,7209,UBATUBA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01210254000105,01210254,Matriz,BAR E MERCEARIA SEPE,IVAIR RIBEIRO,02,Ativa,2003-10-18,1996-05-23,1996,5611201,Restaurantes e similares,,SC 303,S/N,C EXPERIMENTAL,89560000,8379,VIDEIRA,SC,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01210419000130,01210419,Matriz,DOCCITO'S,ANGELA DE SOUSA MATOS,02,Ativa,2005-11-03,1996-05-20,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ANTONIO CARLOS MAGALHAES,848,ITAIGARA,41825000,3849,SALVADOR,BA,SEM MOTIVO,2135,Empresário (Individual),"30000,00",01,Microempresa,Não MEI,Sim
01210421000100,01210421,Matriz,SABORES D'ALMA,SABORES D'ALMA LTDA,02,Ativa,2005-01-21,1996-05-20,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","1091102,1094500,1099699,4729601,4729699,5611201",TIRADENTES,166,CENTRO,36200062,4111,BARBACENA,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"8000,00",03,Empresa de pequeno porte,Não MEI,Sim
01210941000112,01210941,Matriz,,FABRICIO PEREIRA SILVA,02,Ativa,2005-11-03,1996-05-20,1996,4721102,Padaria e confeitaria com predominância de revenda,4712100,TOME DE SOUZA,03,SANTOS DUMONT,48970000,3901,SENHOR DO BONFIM,BA,SEM MOTIVO,2135,Empresário (Individual),"10000,00",01,Microempresa,MEI,Sim
01210942000167,01210942,Matriz,MERCEARIA CHIQUIM,CLELIA MARIA CHIQUIM,02,Ativa,2026-06-24,1996-04-25,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,HERVAL DO OESTE,376,CAMPO COMPRIDO,81270280,7535,CURITIBA,PR,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01211067000138,01211067,Matriz,,CAFE E BAR FAZINHO LTDA,02,Ativa,2002-12-07,1996-05-06,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PASTOR MARTIN LUTHER KING JR,13916,PAVUNA,21520002,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"340000,00",01,Microempresa,Não MEI,Sim
01211430000115,01211430,Matriz,RESTAURANTE O COMPADRE,N B B MAZIERO,02,Ativa,2005-09-10,1996-05-20,1996,5611201,Restaurantes e similares,"5611203,5620102,4789001,8230002,4729602",MARECHAL THAUMATURGO,1279,TRES MARIAS,76812376,0003,PORTO VELHO,RO,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01211521000150,01211521,Matriz,,GRAMANI BAR E RESTAURANTE LTDA,02,Ativa,2026-06-11,1996-05-20,1996,5611201,Restaurantes e similares,,VITORIO DOS SANTOS,40,JARDIM CASTELO BRANCO NOVO,14090510,6969,RIBEIRAO PRETO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",01,Microempresa,Não MEI,Não
01211591000109,01211591,Matriz,,LUCIANO MANO ANDRELO,02,Ativa,2005-11-03,1996-05-20,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAO SQUILASSI,288,CENTRO,13370000,6943,RAFARD,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01211643000147,01211643,Matriz,LANCHONETE RODRIGUES,ISAIAS RODRIGUES DA SILVA BAR,02,Ativa,2005-11-03,1996-05-23,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAO PESSOA,431,CENTRO,55520000,2535,RIBEIRAO,PE,SEM MOTIVO,2135,Empresário (Individual),"8000,00",01,Microempresa,Não MEI,Sim
01211831000175,01211831,Matriz,,CELSO RODRIGUES DE PAULA,02,Ativa,2005-11-03,1996-05-22,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PEDRO PINTO DE SOUZA,71,CENTRO,99700010,8637,ERECHIM,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01212239000198,01212239,Matriz,SUSHI BAR KAHORI,RESTAURANTE KAHORI LTDA,02,Ativa,2003-04-18,1996-05-23,1996,5611201,Restaurantes e similares,,AVEN SERZEDELO CORREA,880,BATISTA CAMPOS,66010000,0427,BELEM,PA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
01212590000189,01212590,Matriz,,PAULO TIMOTEO DA COSTA,02,Ativa,2005-11-03,1996-05-20,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","4723700,4712100",JOAO DE CAMPOS BUENO,285,JD MORADA DO SOL,13348460,6511,INDAIATUBA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01212684000158,01212684,Matriz,,B.F.C.CUNHA & CUNHA LTDA,02,Ativa,2005-10-14,1996-05-20,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DO COMERCIO,33,CENTRO,09400200,6967,RIBEIRAO PIRES,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",03,Empresa de pequeno porte,Não MEI,Sim
01212767000147,01212767,Matriz,,RESTAURANTE E PIZZARIA CASA NOSTRA LTDA,02,Ativa,2005-11-03,1996-05-21,1996,5611201,Restaurantes e similares,4723700,JULIO DE CASTILHOS,2439,CENTRO,95270000,8661,FLORES DA CUNHA,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"137000,00",03,Empresa de pequeno porte,Não MEI,Não
01212815000105,01212815,Matriz,,CLEONICE CINTRA NORTE SOUZA,02,Ativa,2005-11-03,1996-05-20,1996,5611201,Restaurantes e similares,"4723700,5611203",JOAO CESARIO FRANCO,SN,PRAINHA,15749899,2983,MESOPOLIS,SP,SEM MOTIVO,2135,Empresário (Individual),"5000,00",01,Microempresa,Não MEI,Sim
01212932000160,01212932,Matriz,MANGO'S,EL RARO COMERCIO DE ALIMENTOS LTDA,02,Ativa,2022-01-08,1996-05-21,1996,5611201,Restaurantes e similares,,ARAUJO PINHO,473,CANELA,40110150,3849,SALVADOR,BA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
01212932000241,01212932,Filial,,EL RARO COMERCIO DE ALIMENTOS LTDA,02,Ativa,2022-01-08,2000-12-15,2000,5611201,Restaurantes e similares,,ARISTIDES NOVIS,123,IFEDERACAO,40210630,3849,SALVADOR,BA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
01212932000322,01212932,Filial,,EL RARO COMERCIO DE ALIMENTOS LTDA,02,Ativa,2022-01-08,2000-12-15,2000,5611201,Restaurantes e similares,,GOVERNADOR LUIZ VIANA FILHO,S/N,IMBUI,40301155,3849,SALVADOR,BA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
01213543000150,01213543,Matriz,BAR DO LUIZ,JOSE LUIZ SENA DE OLIVEIRA,02,Ativa,2005-11-03,1996-05-22,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","5611201,5611205",MONSENHOR GASPAR SADOC,000467,COSTA AZUL,41760200,3849,SALVADOR,BA,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01213806000120,01213806,Matriz,PADARIA RUI BARBOSA,AUGUSTO BARNI LTDA,02,Ativa,2021-07-15,1996-05-24,1996,4721102,Padaria e confeitaria com predominância de revenda,4723700,RUI BARBOSA,1844,CENTRO,79004441,9051,CAMPO GRANDE,MS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"150000,00",01,Microempresa,Não MEI,Sim
01214013000126,01214013,Matriz,,01.214.013 OLAVIA REJANE ASSIS LUCENA DE MORAIS,02,Ativa,2005-11-03,1996-05-23,1996,4721102,Padaria e confeitaria com predominância de revenda,,PRESIDENTE COSTA E SILVA,726,JARDIM QUARENTA,58416025,1981,CAMPINA GRANDE,PB,SEM MOTIVO,2135,Empresário (Individual),"10,00",01,Microempresa,MEI,Sim
01214065000364,01214065,Filial,,VARANDA POSTO DE SERVICOS LTDA,02,Ativa,2005-01-08,1996-05-23,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,A MARGEM ESQUERDA DA ROD BR 262 KM 258,SN,ZONA RURAL,34990000,4731,NOVA UNIAO,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
01214294000117,01214294,Matriz,,CASA DA ESFIHA E RESTAURANTE MITESTAINER LTDA,02,Ativa,2001-12-01,1996-05-17,1996,5611201,Restaurantes e similares,,GOVERNADOR LAUDO NATEL,245,CENTRO,13930000,7133,SERRA NEGRA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",03,Empresa de pequeno porte,Não MEI,Sim
01214546000108,01214546,Matriz,,CAFE TURISMO LANCHONETE E RESTAURANTE LTDA,02,Ativa,2005-08-06,1996-05-20,1996,5611201,Restaurantes e similares,,PADRE ANCHIETA,5577,PQ TURISTICO,11750000,6853,PERUIBE,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Não
01214977000174,01214977,Matriz,I MASSAS,INDUPAM INDUSTRIA DE PAES E MASSAS LTDA,02,Ativa,2022-02-01,1996-05-22,1996,4721102,Padaria e confeitaria com predominância de revenda,"1091101,1091102,1096100,4711302,4721104,4723700,4729601,4729602,4729699,4784900,5611201,5611203,5620102,5620104","DOS HOLANDESES/CONS.HILTON RODRIGUES, LOJA-13",5,VILA LUIZAO,65065180,0921,SAO LUIS,MA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
01215265000170,01215265,Matriz,BAR E LANCHERIA COSTANEIRA,JOAO GARCIA,02,Ativa,2006-12-01,1996-05-17,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,LOC  EST PRAIA DO BACUPARI,S/N,4 DISTRITO,96280000,8751,MOSTARDAS,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01215555000113,01215555,Matriz,,LIMONE SUSHI LTDA,02,Ativa,2001-12-01,1996-05-21,1996,5611201,Restaurantes e similares,,JOSE ALVES DA CUNHA LIMA,258,VILA NOVA ESPERIA,13211050,6619,JUNDIAI,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
01215820000163,01215820,Matriz,SORVETES CANDIBEL,ROBERTO CANDIDO DA SILVA SORVETES,02,Ativa,2005-11-03,1996-05-21,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,NOVA AMERICA,1196,JARDIM SANTA CECILIA,07123250,6477,GUARULHOS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01215908000185,01215908,Matriz,AGUIA DOURADA DISTRIBUIDORA DE DOCES,ANTONIO LEITE,02,Ativa,2022-05-23,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",4723700,03 CONJ B LOTE,08,CEILANDIA,72237380,9701,BRASILIA,DF,SEM MOTIVO,2135,Empresário (Individual),"10000,00",01,Microempresa,Não MEI,Não
01217405000149,01217405,Matriz,BAR DOS ENCONTROS,ANTONIO DA COSTA MELO,02,Ativa,2026-05-21,1985-04-11,1985,5611203,"Lanchonetes, casas de chá, de sucos e similares",,SD/SUL BLOCO R,28,SETOR COMER. SUL,70310500,9701,BRASILIA,DF,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01217508000109,01217508,Matriz,CASA DE BISCOITOS MINEIROS,REM BISCOITOS CASEIROS LTDA,02,Ativa,2004-11-26,1996-05-28,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",4721102,"SHCN CL QD 210 BLOCO D LOJAS 20,32,36 E 48",S/N,ASA NORTE,70862540,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",05,Demais,Não MEI,Não
01217508000290,01217508,Filial,CASA DE BISCOITOS MINEIROS,REM BISCOITOS CASEIROS LTDA,02,Ativa,2026-03-31,2026-03-31,2026,5611203,"Lanchonetes, casas de chá, de sucos e similares","4721102,5611205",SHIS QI 11 BL O CL,S/N,LAGO SUL,71625645,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",05,Demais,Não MEI,Não
01217600000179,01217600,Matriz,PANIFICACAO & MERCADINHO PAO QUENTINHO,ALBERTINA M.ALVES CABRAL,02,Ativa,2005-11-03,1996-05-28,1996,4721102,Padaria e confeitaria com predominância de revenda,"4712100,6619302,8211300,8219999",MARIO MAFRA,40,PREFEITO ANTONIO L SOUZA,57100000,2853,RIO LARGO,AL,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
01217600000250,01217600,Filial,PANIFICACAO & MERCADINHO PAO QUENTINHO,ALBERTINA M.ALVES CABRAL,02,Ativa,2020-08-26,2020-08-26,2020,4721102,Padaria e confeitaria com predominância de revenda,"4712100,8211300,8219999",EM PROJETO,07,CENTRO,57120000,2877,SATUBA,AL,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
01217688000129,01217688,Matriz,,01.217.688 ROBERTO MASAKI OHTO,02,Ativa,2005-08-27,1996-05-22,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,LUSSANVIRA,501,2 ALIANCA,16800000,6703,MIRANDOPOLIS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
01217799000135,01217799,Matriz,NUTRI REFEICOES COLETIVAS,ALZENIRA LOPES CHAVES RIBEIRO & CIA LTDA,02,Ativa,2000-12-23,1996-05-24,1996,5611201,Restaurantes e similares,"5620101,8650002",ESPLANADA,SN,ESPLANADA,44790000,3419,CAMPO FORMOSO,BA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1000000,00",03,Empresa de pequeno porte,Não MEI,Sim
01217807000143,01217807,Matriz,CIRCULU'S LANCHES,CIRCULU'S LANCHES LTDA,02,Ativa,2002-12-07,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5620101,TRES DE MAIO,751,CENTRO,96010620,8791,PELOTAS,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Não
