cnpj,cnpj_basico,matriz_filial,nome_fantasia,razao_social,situacao_cadastral,situacao,data_situacao,data_inicio,ano_inicio,cnae_principal,cnae_descricao,cnae_secundaria,logradouro,numero,bairro,cep,municipio_codigo,municipio,uf,motivo_situacao,natureza_juridica,natureza_juridica_desc,capital_social,porte_codigo,porte,mei,optante_simples
02116097000128,02116097,Matriz,,LUCIRLEDE LIMA DE OLIVEIRA,02,Ativa,2006-04-18,1997-08-14,1997,5611201,Restaurantes e similares,"5611204,5611203",BR-101 NORTE,1898,BOA VISTA,29931200,5697,SAO MATEUS,ES,SEM MOTIVO,2135,Empresário (Individual),"10000,00",01,Microempresa,MEI,Sim
02116109000114,02116109,Matriz,,JOAO CARLOS LOPES BAR,02,Ativa,2005-11-03,1997-08-18,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,RAMIRO BARCELOS,2613,CENTRO,96508071,8559,CACHOEIRA DO SUL,RS,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
02116219000186,02116219,Matriz,PANIFICADORA SANTA CECILIA,LISIEUX COMERCIAL LTDA,02,Ativa,2005-11-03,1997-08-28,1997,4721102,Padaria e confeitaria com predominância de revenda,,BERNARDINO DE CAMPOS,832,CENTRO,14015130,6969,RIBEIRAO PRETO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02116307000188,02116307,Matriz,PIZZARIA DO ALEMAO,PIZZARIA E LANCHONETE DO ALEMAO LTDA,02,Ativa,2003-10-04,1997-09-01,1997,5611201,Restaurantes e similares,5611203,PIRINEUS,33,CENTRAL,72980000,9543,PIRENOPOLIS,GO,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",01,Microempresa,Não MEI,Sim
02116340000108,02116340,Matriz,CAFE COM FLORES,ISABEL APARECIDA ROBERTO ACOSTA,02,Ativa,2023-03-03,1997-09-22,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares","4721104,4723700,5620102",13 DE JUNHO,230,CENTRO,79380000,9111,MIRANDA,MS,SEM MOTIVO,2135,Empresário (Individual),"50000,00",01,Microempresa,Não MEI,Não
02116401000137,02116401,Matriz,SABOR PASTEL,FRANCO & BERNARDIS DE BAURU LTDA,02,Ativa,2002-04-06,1997-09-22,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares","4729699,5620104",BATISTA DE CARVALHO,6-79,CENTRO,17010001,6219,BAURU,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02116620000116,02116620,Matriz,,SILVANEI SIMAO DA CRUZ BAR,02,Ativa,2005-11-03,1997-09-02,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAO PESSOA,488,L.PAULISTA,02440050,7107,SAO PAULO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02116658000199,02116658,Matriz,Q-JOIA LANCHONETE,Q-JOIA LANCHONETE LTDA,02,Ativa,2003-12-20,1997-09-02,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,2,1132,CENTRO,13500150,6979,RIO CLARO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
02116673000137,02116673,Matriz,RUI CALDO DE CANA,RUI RESTAURANTE E LANCHONETE LTDA,02,Ativa,2025-01-17,1997-08-22,1997,5611201,Restaurantes e similares,"5611203,5611204",ABILIO AUGUSTO TAVORA,10645,CABUCU,26291200,5869,NOVA IGUACU,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",01,Microempresa,Não MEI,Sim
02116732000177,02116732,Matriz,VISTA VERDE,PANIFICADORA E CONFEITARIA VISTA VERDE LTDA,02,Ativa,2005-01-21,1997-09-03,1997,4721102,Padaria e confeitaria com predominância de revenda,,CANCOES PRELUDIOS,167,ITAIM PAULISTA,08120170,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02116850000185,02116850,Matriz,RESTAURANTE E LANCHONETE LADEIRA,DENISE NIESS NOGUEIRA RESTAURANTE,02,Ativa,2005-11-03,1997-09-22,1997,5611201,Restaurantes e similares,5611203,JOAO BATISTA LEAL,15,CENTRO,11740000,6543,ITANHAEM,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",03,Empresa de pequeno porte,Não MEI,Sim
02116886000169,02116886,Matriz,RESTAURANTE SABOR & CIA,ZANELLA & PIZZI LTDA,02,Ativa,2005-11-03,1997-09-18,1997,5611201,Restaurantes e similares,"4723700,4729602,5510801,5611203",BR 369,S/N,ZONA RURAL,86606800,7825,ROLANDIA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"15000,00",01,Microempresa,Não MEI,Sim
02117074000138,02117074,Matriz,PICOLINO FORNO & FOGAO,FC - MENDONCA & PADOVANI LTDA,02,Ativa,2004-06-19,1997-09-03,1997,5611201,Restaurantes e similares,,DR BRANDAO VERAS,1220,CENTRO,14700444,6221,BEBEDOURO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
02117089000104,02117089,Matriz,ALL LANCHES,ALL LANCHES LTDA,02,Ativa,2005-09-24,1996-12-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ANTONIO MENK,70,CENTRO,06093090,6789,OSASCO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02117179000197,02117179,Matriz,,02.117.179 SILVIA HELENA FELICIO,02,Ativa,2026-04-06,1997-09-03,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,FLORIANO FOLHARINI,367,VALE DO REDENTOR II,13725638,7095,SAO JOSE DO RIO PARDO,SP,SEM MOTIVO,2135,Empresário (Individual),"5000,00",01,Microempresa,MEI,Sim
02117211000134,02117211,Matriz,,JOAO MANOEL DOS SANTOS FILHO MOGI MIRIM,02,Ativa,2005-11-03,1997-09-02,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,CONDE DE PARNAIBA,04,CENTRO,13800140,6717,MOGI MIRIM,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02117381000119,02117381,Matriz,PADARIA SANTA EDWIGES,RONALDO GARCIA,02,Ativa,2004-08-07,1997-09-09,1997,4721102,Padaria e confeitaria com predominância de revenda,"1091102,4712100,4721103",PADRE JOSE VIEGAS,975,SANTA EDWIGES,35661072,4941,PARA DE MINAS,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02117490000136,02117490,Matriz,RESTAURANTE FAZENDAO,HEVERTON PESSOTTI ASSUMPCAO & CIA LTDA,02,Ativa,2005-11-03,1997-09-03,1997,5611201,Restaurantes e similares,,CARLOS MAURO,332,CENTRO,13525000,6111,AGUAS DE SAO PEDRO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02117507000155,02117507,Matriz,BAR E MERCEARIA DOS AMIGOS,BEATRIZ DAS NEVES DOMINGUES - PENAPOLIS,02,Ativa,2005-11-03,1997-09-02,1997,5611201,Restaurantes e similares,,NOVE,1770,JD PEVI,16300001,6847,PENAPOLIS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02117860000135,02117860,Matriz,DIVINO PALADAR,DIVINO PALADAR COMERCIO E SERVICOS LTDA,02,Ativa,2005-11-03,1997-09-18,1997,5611201,Restaurantes e similares,,DOS CAICOS,1390,ALECRIM,59060700,1761,NATAL,RN,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02117937000843,02117937,Filial,DESTINO EXPRESS,UCI RIBEIRO LTDA,02,Ativa,2022-05-18,2009-01-08,2009,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","4721104,9329804,5611203",WASHINGTON SOARES,85,COCO,60811900,1389,FORTALEZA,CE,SEM MOTIVO,2062,Sociedade Empresária Limitada,"21212000,00",05,Demais,Não MEI,Não
02118027000109,02118027,Matriz,,VALDIR DOS SANTOS,02,Ativa,2019-03-25,1997-09-04,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",4712100,GILDO AGOSTINI,61,TRES FRONTEIRAS,89950000,8097,DIONISIO CERQUEIRA,SC,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,MEI,Sim
02118521000173,02118521,Matriz,,L C DIAS & CIA LTDA,02,Ativa,2024-12-13,1997-09-15,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,TERRA ROXA,2931,JARDIM LA SALLE,85903020,7927,TOLEDO,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02119379000189,02119379,Matriz,,JOSE CARLINHO SEVERIANO,02,Ativa,2005-11-03,1997-09-23,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,CE 040,SN,CENTRO,61760000,1247,EUSEBIO,CE,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02119381000158,02119381,Matriz,NELSON BOULANGERIE,N. H. K. PANIFICADORA LTDA,02,Ativa,2004-11-13,1997-09-19,1997,4721102,Padaria e confeitaria com predominância de revenda,"4721104,4721103,4723700,4761002",MADRE LEONIA MILITO,446,PARQUE GUANABARA,86050270,7667,LONDRINA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02119555000182,02119555,Matriz,BAR E MERCEARIA MARIO SERGIO,MARIO SERGIO CALIMAN VICENTE,02,Ativa,2005-11-03,1997-09-02,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,CEL. JOSE BARBOSA NUNES,408,CENTRO,14500000,6583,ITUVERAVA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02119685000115,02119685,Matriz,,02.119.685 ROMOALDO HERCULANO LIMA,02,Ativa,2005-11-03,1997-09-01,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,MURITINGA DO SUL,225,JARDIM ANA ESTELA,06361290,6313,CARAPICUIBA,SP,SEM MOTIVO,2135,Empresário (Individual),"5000,00",01,Microempresa,MEI,Sim
02119749000188,02119749,Matriz,,MEIRELES E ALMEIDA LTDA,02,Ativa,2006-12-02,1997-09-01,1997,4721102,Padaria e confeitaria com predominância de revenda,,DR MARIANO DE OLIVEIRA,679,PQ NOVO PROGRESSO,32115190,4371,CONTAGEM,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02119919000124,02119919,Matriz,ALABESKY,CARLOS ROBERTO DO AMARAL,02,Ativa,2005-11-03,1997-09-02,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",4712100,BELO HORIZONTE,432,CENTRO,16350000,6199,BARBOSA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02119962000190,02119962,Matriz,LACAVE DO CONDE,M DA C DAS G DE ALBUQUERQUE,02,Ativa,2005-11-03,1997-08-13,1997,5611201,Restaurantes e similares,"4712100,4744099,4755502,4761003",BRIG EDUARDO GOMES,444,CENTRO,69750000,0283,SAO GABRIEL DA CACHOEIRA,AM,SEM MOTIVO,2135,Empresário (Individual),"30000,00",05,Demais,Não MEI,Sim
02120120000158,02120120,Matriz,PIRATAS LANCHES,KURQUIEVICZ & KURQUIEVICZ LTDA,02,Ativa,2005-11-03,1997-09-17,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611204,AZEVEDO PORTUGAL,455,CENTRO,85010200,7583,GUARAPUAVA,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Não
02120481000102,02120481,Matriz,,SONIA MARIA FELIX RESTAURANTE LTDA,02,Ativa,2005-11-03,1997-08-13,1997,5611201,Restaurantes e similares,,MARIZA DE SOUZA MENDES,1.150,PIONEIROS,36420000,4917,OURO BRANCO,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"99800,00",01,Microempresa,Não MEI,Sim
02120489000160,02120489,Matriz,SALGADERIA E MARMITARIA SAO JERONIMO,MARMITARIA E RESTAURANTE SAO JERONIMO LTDA,02,Ativa,2022-10-21,1997-08-28,1997,5611201,Restaurantes e similares,"5620101,8599604",INDIANA,1078,BROOKLIN PAULISTA,04562002,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02120489000241,02120489,Filial,,MARMITARIA E RESTAURANTE SAO JERONIMO LTDA,02,Ativa,2025-12-02,2025-12-02,2025,5611201,Restaurantes e similares,"5620101,8599604",METEORO,31,CIDADE MONCOES,04563030,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02120753000166,02120753,Matriz,,BAR E LANCHES CANTINHO DA PRINCESA LTDA,02,Ativa,2005-11-03,1997-08-29,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PRINCESA ISABEL,38,STA IFIGENIA,01206010,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"75000,00",01,Microempresa,Não MEI,Sim
02120820000142,02120820,Matriz,,COMERCIAL IDEAL SJCAMPOS LTDA,02,Ativa,2005-11-03,1997-09-03,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",5611203,DAS GARDENIAS,174,JARDIM MTORAMA,12224230,7099,SAO JOSE DOS CAMPOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02120972000145,02120972,Matriz,,FLORIZA FUMIKO BABA DAMASCENO,02,Ativa,2010-05-15,1997-09-08,1997,5611201,Restaurantes e similares,,PROGRESSO,509,JD PAULISTA,15600001,6411,FERNANDOPOLIS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02121009000186,02121009,Matriz,PONTO DE ENCONTRO,ANTONIETA REDONDO MOURA,02,Ativa,2005-11-03,1997-09-08,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,LUIZ RAMPAZZO,716,CENTRO,14210000,6653,LUIS ANTONIO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02121269000151,02121269,Matriz,GULOSAO RESTAURANTE,GULOSAO RESTAURANTE LTDA,02,Ativa,2024-08-26,1997-09-17,1997,5611201,Restaurantes e similares,,JARAGUA,415,ST CAMPINAS,74515040,9373,GOIANIA,GO,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
02121693000104,02121693,Matriz,MANA PREPARACAO DE REFEICOES,MANA PREPARACAO DE REFEICOES LTDA,02,Ativa,2005-11-03,1997-09-12,1997,5611201,Restaurantes e similares,,CUIABA,2160,PRIMAVERA II,78850000,9871,PRIMAVERA DO LESTE,MT,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Não
02122293000105,02122293,Matriz,,JUNDIA FOODS DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,02,Ativa,2004-09-18,1997-09-23,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",4729699,JOAQUIM BUENO NETO,9999,RIO ABAIXO,13299600,6581,ITUPEVA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1300000,00",05,Demais,Não MEI,Não
02122293000610,02122293,Filial,,JUNDIA FOODS DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,02,Ativa,2026-01-26,2026-01-26,2026,5611203,"Lanchonetes, casas de chá, de sucos e similares",4729699,DO RETIRO,1342,JARDIM PARIS,13209201,6619,JUNDIAI,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1300000,00",05,Demais,Não MEI,Não
02122305000100,02122305,Matriz,,CHURRASCARIA ESPETO DE OURO LTDA,02,Ativa,2005-04-08,1997-09-19,1997,5611201,Restaurantes e similares,,SALGADO FILHO,1651,NOSSA SENHORA DAS GRACAS,76804118,0003,PORTO VELHO,RO,SEM MOTIVO,2062,Sociedade Empresária Limitada,"6000,00",01,Microempresa,Não MEI,Sim
02122336000152,02122336,Matriz,BONNA GULLA,LANCHONETE BONNA GULLA LTDA,02,Ativa,2001-09-08,1997-09-16,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,OTAVIO TARQUINO,238,CENTRO,26210172,5869,NOVA IGUACU,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02122488000155,02122488,Matriz,UILSON J.ALIMENTOS,UILSON JOSE DA SILVA,02,Ativa,2005-11-03,1997-09-19,1997,4721102,Padaria e confeitaria com predominância de revenda,"4712100,4729699,5611203",SILVIO ROMERO,838,CHACARAS R S ALEIXO,07942300,6427,FRANCISCO MORATO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02123458000163,02123458,Matriz,LANCHONETE I & F,LANCHONETE IF LTDA,02,Ativa,2005-04-16,1997-08-20,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ALEX,13,JD OSCAR,06321010,6313,CARAPICUIBA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
02123992000170,02123992,Matriz,MIGUERICO,BAR E LANCHES MIGUERICO LTDA,02,Ativa,2002-11-09,1997-09-05,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,FREDERICO ALVARENGA,258,PQ D PEDRO II,01020030,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02124037000157,02124037,Matriz,,MERCEARIA OLIVEIRA RINCK LTDA,02,Ativa,2002-06-08,1997-09-04,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","4712100,5611203,4723700",ODORICO VIEIRA,1319,JARDIM FERRAREZI,13636150,6887,PIRASSUNUNGA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"3000,00",01,Microempresa,Não MEI,Sim
02124135000194,02124135,Matriz,CANTINHO PORTUGUES,ANA MARIA COSTA CAMPOS,02,Ativa,2004-08-28,1997-09-01,1997,5611201,Restaurantes e similares,,AUGUSTO SEVERO,576,AEROPORTO,86039560,7667,LONDRINA,PR,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02124175000136,02124175,Matriz,,DISTRIBUIDORA CASTRO DE SUCOS E EXTRATOS LTDA,02,Ativa,2005-10-07,1997-09-09,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares","4729699,4724500",GREGORIO FERREIRA,23,PEDREIRA,04459020,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1500,00",01,Microempresa,Não MEI,Sim
02124340000150,02124340,Matriz,PONTO CENTRAL,FAB & SILVESTRE BAR E RESTAURANTE LTDA,02,Ativa,2005-11-03,1997-09-22,1997,5611201,Restaurantes e similares,,INACIO GALVAO DOS SANTOS,290,ENCRUZILHADA,52050310,2531,RECIFE,PE,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",03,Empresa de pequeno porte,Não MEI,Não
02124454000108,02124454,Matriz,PAO REAL,LANCHONETE PAO REAL LTDA,02,Ativa,2005-11-03,1997-08-01,1997,4721102,Padaria e confeitaria com predominância de revenda,"4721103,4723700,4729601",CORONEL PEDRO LINO,22,CENTRO,35606000,4809,MARTINHO CAMPOS,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
02124593000123,02124593,Matriz,,02.124.593 JOSELEIDE LAIS TRAEBERT RODRIGUES,02,Ativa,2005-02-05,1997-09-17,1997,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,,MIRACEMA DO NORTE,99,TAPAJOS,89080196,8147,INDAIAL,SC,SEM MOTIVO,2135,Empresário (Individual),"50000,00",01,Microempresa,MEI,Sim
02124947000130,02124947,Matriz,"HOTEL, RESTAURANTE E CHURRASCARIA MOLON",PARADOURO MOLON LTDA.,02,Ativa,2005-11-03,1997-09-11,1997,5611201,Restaurantes e similares,"5510801,5611203,4729699,1091102,9329899",BR-116,KM 390,SAO CARLOS,96787500,8569,CAMAQUA,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"40000,00",01,Microempresa,Não MEI,Sim
02125760000150,02125760,Matriz,BELISSIMA PIZZARIA,J. F. CAMPOS,02,Ativa,2005-11-03,1997-09-19,1997,5611201,Restaurantes e similares,5611204,"MARISOL,  RUA ALFA",LT 01,IPITANGA,42700130,3685,LAURO DE FREITAS,BA,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02125911000170,02125911,Matriz,PADARIA EUROPA,EULINA SILVA RAMOS,02,Ativa,2026-05-26,1997-09-24,1997,4721102,Padaria e confeitaria com predominância de revenda,"4712100,4541206,4543900",MA 034,475,PAXICAR,65580000,0943,TUTOIA,MA,SEM MOTIVO,2135,Empresário (Individual),"15000,00",01,Microempresa,Não MEI,Sim
02125922000150,02125922,Matriz,LANCHES CAPRICHOSO,N.P. MONTEIRO,02,Ativa,2005-11-03,1997-09-24,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DUQUE DE CAXIAS,2295,SAO CRISTOVAO,78901280,0003,PORTO VELHO,RO,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
02126226000169,02126226,Matriz,RESTAURANTE E LANCHONETE RAFA,MARIA AUXILIADORA FARIA GONCALVES DE OLIVEIRA,02,Ativa,2005-11-03,1997-09-10,1997,5611201,Restaurantes e similares,,BRASFANTA,109,JD STA INES,08695300,7151,SUZANO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
02126334000131,02126334,Matriz,,02.126.334 IRACEMA DE CASTRO DOS SANTOS,02,Ativa,2005-11-03,1997-09-09,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","4723700,4712100",DAMIAO GONZALES MARTINEZ,591,VALE DOS LIRIOS,15530076,6359,COSMORAMA,SP,SEM MOTIVO,2135,Empresário (Individual),"10000,00",01,Microempresa,MEI,Sim
02126366000137,02126366,Matriz,XULAS BAR,GUILHERME GOZZO LTDA,02,Ativa,2000-12-23,1997-09-10,1997,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","5611203,4712100",SETE DE ABRIL,36,CENTRO,13360005,6309,CAPIVARI,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"2000,00",03,Empresa de pequeno porte,Não MEI,Sim
02126689000120,02126689,Matriz,,COMERCIO MARCOS LTDA,02,Ativa,2003-07-26,1997-09-15,1997,4721102,Padaria e confeitaria com predominância de revenda,,ANA SIQUEIRA,404,ALVORADA,29117310,5703,VILA VELHA,ES,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
02126716000165,02126716,Matriz,,CAMILA LOVERA FERNANDES,02,Ativa,2005-11-03,1997-09-11,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ANTONIO GUIMARAES,137,ITAPEBUSSU,29210190,5647,GUARAPARI,ES,SEM MOTIVO,2135,Empresário (Individual),"30000,00",01,Microempresa,Não MEI,Não
02126717000100,02126717,Matriz,PILLEKAO BAR,ELKE LIANE SEDLACEK,02,Ativa,2005-11-03,1997-09-19,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares","4712100,5611205",RIO DO SUL,455,GRAVATA,88372646,8221,NAVEGANTES,SC,SEM MOTIVO,2135,Empresário (Individual),"0,00",05,Demais,Não MEI,Não
02126889000183,02126889,Matriz,ROTISSERIE VITTORIA,TOSI REPRESENTACOES E COMERCIO DE ALIMENTOS LTDA,02,Ativa,2024-11-21,1997-09-23,1997,5611201,Restaurantes e similares,"5611204,5611203,5620102,5620104",104 NORTE RUA NE 1,SN,PLANO DIRETOR NORTE,77006016,9733,PALMAS,TO,SEM MOTIVO,2062,Sociedade Empresária Limitada,"93700,00",01,Microempresa,Não MEI,Não
02126929000197,02126929,Matriz,,MARTINS DE LIMA & KOVASKI LTDA,02,Ativa,2005-11-03,1997-09-18,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,DOUTOR SIRCHS,11,CENTRO,94010510,8683,GRAVATAI,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"26000,00",01,Microempresa,Não MEI,Sim
02126929000278,02126929,Filial,,MARTINS DE LIMA & KOVASKI LTDA,02,Ativa,2016-06-15,2016-06-15,2016,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DOUTOR SIRCHS,11,CENTRO,94010510,8683,GRAVATAI,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"26000,00",01,Microempresa,Não MEI,Sim
02127906000105,02127906,Matriz,,LANCHONETE E CHOPPERIA M P DE PRAIA GRANDE LTDA,02,Ativa,2005-07-16,1997-08-25,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,GUARANIS,20,TUPI,11703080,6921,PRAIA GRANDE,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
02127911000100,02127911,Matriz,RESTAURANTE MAROSTICA,LLL RESTAURANTES LTDA,02,Ativa,2005-01-15,1997-09-22,1997,5611201,Restaurantes e similares,,DOIS DE JULHO,966,CENTRO,45653758,3573,ILHEUS,BA,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Sim
02128610000109,02128610,Matriz,,LANCHONETE SABORELLA LTDA,02,Ativa,2005-11-03,1997-09-11,1997,5611203,"Lanchonetes, casas de chá, de sucos e similares",,BALUARTE,556,VILA OLIMPIA,04549012,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
02128753000102,02128753,Matriz,KIJIN,"KIJIN SUSHI BAR, RESTAURANTE & TEMAKERIA LTDA",02,Ativa,2015-04-24,1997-09-25,1997,5611201,Restaurantes e similares,,39 LOTE,01,SETOR CENTRAL (GAMA),72405390,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"15000,00",01,Microempresa,Não MEI,Sim
